ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Author_ID,Description,Clade,Color,Variety,clade_name,ascii_name,loc_justification,historical,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,fossil,sort_order
152,Tsakonian: Peloponnese,tsak1248,Tsakonian,tsd,Eurasia,37.1600000000,22.8500000000,Indo-European,12,"Last living relic of Doric, spoken in the towns of Kastanitsa, Sitena, Prastos, Leonidi, Pramatefti, Sapounakeika, Tyros, and Melana, possibly also still in Korakovunio, on the east coast of the Peloponnese.",Hellenic;Modern Hellenic,00BFFF,,Hellenic,TsakonianPeloponnese,"Set on the village of Leonidio (Λεωνίδιο), the de facto capital of the Tsakonian region.",false,,,,,,,false,13
157,Old Swedish,swed1254,Swedish,swe,Eurasia,57.7280000000,12.7000000000,Indo-European,7,,Germanic;North-West;North,4169E1,,Germanic,OldSwedish,"Set on the approximate midpoint of the province of Västergötland (West Gothland), since the main early texts for Old Swedish are the legal codes for this region, the Västgötalagen.",true,Normal,,,,650,75,false,108
162,Pali,pali1273,Pali,pli,Eurasia,23.1800000000,75.7800000000,Indo-European,5,,Indo-Iranic;Indic,B0171F,,Indic,Pali,"It is difficult to give an exact original location for Pāli, but the location as given is set to reflect the dominant Western MIA characteristics of Pāli. It is set here at Ujjain, historical capital of Avanti, realm associated with Pāli (Warder, A. K. Indian Buddhism. 2000). For further discussion cf. Norman, K. R. 2002. ""Pāli and the languages of early Buddhism"" In Indo-Iranian Languages and Peoples, ed. by N. Sims-Williams, 135-50. Oxford: Oxford University Press.",true,Normal,,,,2450,75,false,22
172,Middle Breton,midd1359,Middle Breton,xbm,Eurasia,48.6900000000,-3.9800000000,Indo-European,16,,Celtic;Brythonic;Breton,2E8B57,,Celtic,MiddleBreton,"Set on Saint-Paul de Léon, the historical capital of the Léon region.",true,Normal,,,,450,50,false,155
173,Greek: Mycenaean,myce1241,Mycenaean Greek,gmy,Eurasia,37.7300000000,22.7500000000,Indo-European,4,Mycenaean Greek from Linear B sources.,Hellenic;Ancient Hellenic,00BFFF,,Hellenic,MycenaeanGreek,"Archaeological Site of Mycenae. Other major archive centres were Knossos, Pylos, Tiryns, and Thebes.",true,Normal,,,,3350,55,false,5
174,Khotanese,khot1251,Khotanese,kho,Eurasia,37.0600000000,80.0100000000,Indo-European,5,"Eastern Middle Iranian of Khotan, Southern Silk Road (now Hotan in China)Written in South Turkestan Brahmi script",Indo-Iranic;Iranic,FF3E96,,Iranic,Khotanese,"Set on Hotan, the capital of the Kingdom of Khotan, in which Khotanese was spoken.",true,Normal,,,,1500,125,false,49
175,Kashubian,kash1274,Kashubian,csb,Eurasia,54.3500000000,17.8900000000,Indo-European,11,West Slavic minority language spoken in Poland. Central Kashubian as spoken in the western part of this dialect area in the vicinity of Serakòjce (Sierakowice),Balto-Slavic;Slavic;Slavic West,FFAD33,"Central dialect, around Sierakowice",Slavic,Kashubian,"Set on the village of Sierakowice, the largest town in the Central-West Kashubian dialect area",false,,,,,,,false,89
176,Polabian,pola1255,Polabian,pox,Eurasia,52.9400000000,11.1300000000,Indo-European,11,Extinct West Slavic language documented in a few sources from the turn of the 17th to 18th centuries AD,Balto-Slavic;Slavic;Slavic West,FFAD33,,Slavic,Polabian,"Set in Klennow (near Wustrow), the home village of the main informant for the richest available documentation of Polabian, by Christian Hennig von Jessen.  For details, see Polański & Sehnert (1967: 15).",true,Normal,,,,320,20,false,90
177,Greek: New Testament,koin1234,Koineic Greek,grc,,31.7700000000,35.2100000000,Indo-European,4,Strictly confined to the variety of Roman-period koiné Greek that is attested in the New Testament corpus.  Other varieties of Jewish koiné Greek (e.g. in the Septuagint translation of the Hebrew scriptures) are not included.,Hellenic;Ancient Hellenic,00BFFF,,Hellenic,NTGreek,Site of Jerusalem in Roman Palestine.,true,Normal,,,,1900,20,false,7
178,Middle Persian,pahl1241,Pahlavi,xmn,Eurasia,29.9300000000,52.8900000000,Indo-European,5,"Middle Persian as found in Manichaean texts from Central Asia, written in Manichaean script. In contrast to Zoroastrian ""Pahlavi"" writing reflects the actual phonology much better, and this variety also appears to be more strictly ""Persian"" (less loans from NW Iranian). Phonologization follows Durkin-Meisterernst and MacKenzie.",Indo-Iranic;Iranic,FF3E96,,Iranic,MiddlePersian,Site of Persian capital Persepolis,true,Normal,,,,1600,150,false,66
179,Parthian,part1239,Parthian,xpr,Eurasia,37.9500000000,58.2000000000,Indo-European,5,"Middle Northwestern Iranian language, attested parallel to Middle Persian in Manichaean texts. A very restricted  corpus of older inscriptions from Iran also exist. Early Parthian (or related languages) were the main source for Middle Iranian loanwords in Armenian.Phonologization follows Durkin-Meisterernst 2004, except for <c>,<ž> and <j>, whereI have applied the findings of Korn 2010 (Bulletin of SOAS, 73/3, 415–436), i.e. <c>=<z> = /č/, <j> = /ž/ [ʒ ~ dʒ]",Indo-Iranic;Iranic,FF3E96,,Iranic,Parthian,"Set on modern-day Nisa, Turkmenistan, an archaeological site of a fortress associated with Arsaces I (r. 247–217 BCE), the first king of Parthia and the founder of the Arsacid dynasty.",true,Normal,,,,2100,150,false,55
188,Tsakonian: Propontis,prop1240,Propontis Tsakonian,tsd,Eurasia,40.1800000000,27.4200000000,Indo-European,12,"Extinct variety of Tsakonian formerly spoken at a Tsakonian colony in the Propontis region of Asia Minor. Speakers of Propontic Tsakonian were relocated to various areas of Greece following the population exchanges of 1922, and later shifted to Standard Modern Greek.",Hellenic;Modern Hellenic,00BFFF,,Hellenic,TsakonianPropontis,"Location of a former Tsakonian colony in the Propontis region of Asia Minor. Cf. Tsakonian dialect map in Liosis, Nikos. 2016. ""Tsakonian Studies: The State-of-the-Art"" Μελέτες για την ελληνική γλώσσα [Studies in Greek Linguistics] 36 : 205-17.",true,Normal,,,,40,10,false,14
189,Neapolitan,neap1235,Continental Southern Italian,nap,Eurasia,40.8500000000,14.2500000000,Indo-European,22,,Italic;Roman;Romance,76EE00,,Italic,Neapolitan,Set in Naples.,false,,,,,,,false,128
190,Latgalian,east2282,East Latvian,ltg,Eurasia,56.5000000000,27.3300000000,Indo-European,10,,Balto-Slavic;Baltic;Baltic East,FFCC88,,Baltic,Latgalian,The coordinates are those of the town of Rēzekne in the centre of Latgalia.,false,,,,,,,false,75
195,Greek: Cypriot,cypr1249,Cypriot Greek,ell,Eurasia,35.0000000000,33.0000000000,Indo-European,64,,Hellenic;Modern Hellenic,00BFFF,,Hellenic,GreekCypriot,Approximate centre of the Greek Cypriot administered region of Cyprus.,false,,,,,,,false,11
201,Greek: Italiot,apul1236,Apulia-Calabrian Greek,ell,Eurasia,37.9400000000,15.8300000000,Indo-European,12,Modern Italiot Greek. Note this list contains both Calabrian and Apulian forms.,Hellenic;Modern Hellenic,00BFFF,,Hellenic,GreekItaliot,"Region of Calabria, one of two main locations along with Apulia where modern Italiot varieties of Hellenic are spoken in present day.",false,,,,,,,false,12
203,Anglo-Norman,angl1258,Anglo-Norman,xno,Eurasia,51.5000000000,-0.1400000000,Indo-European,57,,Italic;Roman;Romance,76EE00,,Italic,AngloNorman,"Set in Westminster, traditional venue for the coronation of English monarchs since Norman times.",true,Normal,,,,700,50,false,135
204,Old Spanish,olds1249,Old Spanish,osp,Eurasia,39.8570000000,-4.0240000000,Indo-European,37,,Italic;Roman;Romance,76EE00,,Italic,OldSpanish,"Set on Toledo, since the IE-CoR data for Old Spanish are centred on texts from the royal chancellery of Alfonso el Sabio (reigned 1252-1284 CE) in Toledo.",true,Normal,,,,750,75,false,142
207,Dalmatian: Vegliote,dalm1243,Dalmatian,dlm,Eurasia,45.0300000000,14.5800000000,Indo-European,90,,Italic;Roman;Romance,76EE00,,Italic,DalmatianVegliote,"Set on the town of Krk (Italian name 'Veglia'), on the island of the same name, where the Vegliote variety was spoken.",true,Normal,,,,130,15,false,127
208,Yaghnobi,yagn1238,Yagnobi,yai,Eurasia,39.1500000000,69.2400000000,Indo-European,5,"The estern dialect of Yaghnobi, which has a slightly more archaic sound shape than the Eastern variety (preserving the diphthong [ai̯] vs. Eastern [ɛ:]).",Indo-Iranic;Iranic,FF3E96,Western Yaghnobi,Iranic,Yaghnobi,"The location is set to the Yaghnob valley, Tajikistan, which is where the language was spoken for centuries until the 1970s when a major resettlement took place. Some speakers have returned only recently.",false,,,,,,,false,53
210,Greek: Cappadocian,capp1239,Cappadocian Greek,cpg,Eurasia,38.7300000000,35.4500000000,Indo-European,12,,Hellenic;Modern Hellenic,00BFFF,,Hellenic,GreekCappodocian,Area roughly corresponding to location of villages where present day Cappadocian Greek dialects are spoken.,false,,,,,,,false,9
211,Greek: Pontic,pont1253,Pontic,pnt,Eurasia,40.8500000000,40.2600000000,Indo-European,12,,Hellenic;Modern Hellenic,00BFFF,,Hellenic,GreekPontic,"Geographical co-ordinates between Of and Çaykara in Trabazon province, the two regions with the largest numbers of Pontic Greek speakers in Anatolia.",false,,,,,,,false,10
219,Palula,ashr1238,Ashreti,phl,Eurasia,35.4340000000,71.7510000000,Indo-European,56,The best described variety and the ’standard for ongoing orthography development.,Indo-Iranic;Indic,B0171F,"Southern Palula (Ashreti), one of two main dialects",Indic,Palula,"Set on Ashret (Chitral district), the largest Palula settlement and home of the main language consultant for these IE-CoR data.",false,,,,,,,false,35
220,Franco-Provençal,fran1269,Francoprovencalic,frp,,45.9200000000,7.0500000000,Indo-European,55,"Franco-Provençal (‘Arpitan’) refers to the Alpine varieties of Romance spoken in parts of Switzerland (Suisse Romande), Italy (Val d’Aosta) and France (Savoy).  Not to be confused with Provençal, spoken in the Provence region of south-eastern France.",Italic;Roman;Romance,76EE00,,Italic,FrancoProvencal,"Set at the meeting point of the borders of Switzerland (Suisse Romande), Italy (Val d'Aosta) and France (Savoy), the regions of all three countries where Franco-Provençal is spoken.",false,,,,,,,false,139
222,Bhojpuri,bhoj1244,Bhojpuri,bho,Eurasia,26.7600000000,83.3700000000,Indo-European,61,Gorakhpuri,Indo-Iranic;Indic,B0171F,,Indic,Bhojpuri,"Set on Gorakhpur, the town where the IE-CoR Bhojpuri data were elicited, and the centre of the Gorakhpuri dialect, one of the main dialects of Bhojpuri",false,,,,,,,false,28
229,Breton: Treger,treg1244,Tregorrois,bre,Eurasia,48.7900000000,-3.2300000000,Indo-European,3,,Celtic;Brythonic;Breton,2E8B57,Treger dialect,Celtic,BretonTreger,"Set on Tréguier, capital of the historical region of Treger.",false,,,,,,,false,157
230,Late Cornish,oldc1252,Old Cornish,cor,Eurasia,50.0800000000,-5.5400000000,Indo-European,91,,Celtic;Brythonic;Cornish,2E8B57,,Celtic,LateCornish,"Set on Mousehole (Porthenys), the most probable location of the last native speakers of Cornish.",true,Normal,,,,300,50,false,153
231,Middle Cornish,oldc1252,Old Cornish,cnx,Eurasia,50.1700000000,-5.1000000000,Indo-European,91,,Celtic;Brythonic;Cornish,2E8B57,,Celtic,MiddleCornish,"Set on Glasney College in Penryn, where many of the core surviving texts in Middle Cornish, particularly ‘Miracle plays’, were composed.",true,Normal,,,,700,100,false,152
234,Breton: Gwened,vann1244,Vannetais,bre,Eurasia,47.6600000000,-2.7600000000,Indo-European,51,,Celtic;Brythonic;Breton,2E8B57,Gwened (Vannetais) dialect,Celtic,BretonGwened,"Set on Vannes, historical capital of Gwened",false,,,,,,,false,156
236,Welsh: North,nort2668,Northern Welsh,cym,Eurasia,53.0900000000,-3.8000000000,Indo-European,59,,Celtic;Brythonic;Welsh,2E8B57,North Wales,Celtic,WelshNorth,Approximate mid-point of the northern dialect area of Welsh.,false,,,,,,,false,151
238,Old Polish,poli1260,Polish,pol,Eurasia,52.5400000000,17.6100000000,Indo-European,11,Old Polish as documented in the dictionary Słownik Staropolski (1953-2002),Balto-Slavic;Slavic;Slavic West,FFAD33,,Slavic,OldPolish,"Set on Gniezno, as the oldest capital of Poland",true,Normal,,,,600,50,false,87
239,Middle Welsh,midd1363,Middle Welsh,wlm,Eurasia,52.2000000000,-3.6000000000,Indo-European,32,,Celtic;Brythonic;Welsh,2E8B57,,Celtic,MiddleWelsh,Approximate midway point between provenance of White Book of Rhydderch and Red Book of Hergest,true,Normal,,,,650,75,false,150
242,Kumzari,kumz1235,Kumzari,zum,Eurasia,26.3400000000,56.4100000000,Indo-European,30,,Indo-Iranic;Iranic,FF3E96,,Iranic,Kumzari,"These are the coordinates for the town of Kumzar, the historical, political and cultural centre of the language.",false,,,,,,,false,71
243,Old Czech,czec1258,Czech,ces,Eurasia,50.0900000000,14.4200000000,Indo-European,11,Old Czech as documented in dictionaries and corpora published at http://vokabular.ujc.cas.cz,Balto-Slavic;Slavic;Slavic West,FFAD33,,Slavic,OldCzech,"Set on Prague, as the capital of historical Bohemia",true,Normal,,,,656,31,false,92
245,Old Novgorod,oldr1238,Old Russian,orv,Eurasia,58.5500000000,31.2700000000,Indo-European,11,"Historical Slavic variety from northern Russia, markedly divergent from Old Russian proper, showing some features that are entirely absent in all other historical and modern Slavic varieties",Balto-Slavic;Slavic;Slavic East,FFCC80,,Slavic,OldNovgorod,Set on Velikij Novgorod,true,Normal,,,,795,107,false,96
249,Rusyn,rusy1239,Rusyn,rue,Eurasia,48.6700000000,23.6000000000,Indo-European,11,"East Slavic minority language spoken in the Carpathians and surrounding regions, showing (depending on the particular dialect) admixtures of West and South Slavic features. Rusyn as spoken in Toruń (Transcarpathian Ukraine) and documented by Nikolaev & Tolstaâ (2001)",Balto-Slavic;Slavic;Slavic East,FFCC80,Toruń dialect (Transcarpathian Ukraine),Slavic,Rusyn,Set on the village of Toruń in the Transcarpathia (Zakarpattia) province of Ukraine,false,,,,,,,false,100
253,Macedonian: Visoka,mace1250,Macedonian,mkd,Eurasia,40.8300000000,23.2000000000,Indo-European,11,"The Visoka dialect of Macedonian, as described by Małecki (1936)",Balto-Slavic;Slavic;Slavic South,E68A00,Visoka,Slavic,MacedonianVisoka,Set on the village of Visoka/Osa in the Thessaloniki region of Greece.,false,,,,,,,false,82
254,Macedonian: Suho,mace1250,Macedonian,mkd,Eurasia,40.8200000000,23.3700000000,Indo-European,11,"The Suho dialect of Macedonian, as described by Małecki (1936)",Balto-Slavic;Slavic;Slavic South,E68A00,Suho,Slavic,MacedonianSuho,Set on the village of Suho/Sochos in the Thessaloniki region of Greece.,false,,,,,,,false,81
257,Bakhtiari,bakh1245,Bakhtiari,bqi,Eurasia,32.0200000000,50.6600000000,Indo-European,80;30,,Indo-Iranic;Iranic,FF3E96,,Iranic,Bakhtiari,"These are the coordinates for the town of Ardal, where the language data were collected.",false,,,,,,,false,68
259,Slovene: Early Modern,slov1268,Slovenian,slv,Eurasia,46.0600000000,14.5100000000,Indo-European,11,Based on the dictionary of Kastelec & Vorenc from 1680-1710 (Stabej 1997),Balto-Slavic;Slavic;Slavic South,E68A00,,Slavic,SloveneEarlyModern,"Set on Ljubljana, as the capital of Slovenia",true,Normal,,,,305,15,false,84
260,Slovene: Kostel,lowe1384,Lower Carniola,slv,Eurasia,45.5100000000,14.9100000000,Indo-European,11,Kostel dialect (belonging to the Lower Carniolan dialect group) as documented in the dictionary by Gregorič (2015),Balto-Slavic;Slavic;Slavic South,E68A00,Kostel dialect,Slavic,SloveneKostel,"Set on the settlement of Kostel, the historical centre of the Lower Carniola region",false,,,,,,,false,86
263,German: Bernese,swis1247,Central Alemannic,gsw,Eurasia,46.9500000000,7.4200000000,Indo-European,48,,Germanic;North-West;West,6495ED,,Germanic,GermanBernese,Set on Bern.,false,,,,,,,false,123
265,Mazanderani,maza1291,Mazanderani,mzn,Eurasia,36.5700000000,53.0600000000,Indo-European,70;81,,Indo-Iranic;Iranic,FF3E96,,Iranic,Mazanderani,"Sari, Iran, main urban centre in which this variety is spoken",false,,,,,,,false,63
266,Punjabi,panj1256,Eastern Panjabi,pan,Eurasia,31.6330000000,74.8720000000,Indo-European,83,"Punjabi:  one of the major languages of Pakistan, as well as one of the 22 recognized languages of India, and an official language of the Indian state of Punjab.",Indo-Iranic;Indic,B0171F,Indian Punjabi,Indic,Punjabi,"Set on Amritsar, state of Punjab, India",false,,,,,,,false,32
271,Sogdian,sogd1245,Sogdian,sog,Eurasia,39.7000000000,66.9800000000,Indo-European,45,,Indo-Iranic;Iranic,FF3E96,,Iranic,Sogdian,"Set on Samarkand, one of the principal cities of ancient Sogdiana.",true,Normal,,,,1150,25,false,48
272,Assamese,assa1263,Assamese,asm,Eurasia,26.2300000000,92.5200000000,Indo-European,44,,Indo-Iranic;Indic,B0171F,,Indic,Assamese,"Set at Raha, Nagaon province, provenance of the informant from whom the data were elicited",false,,,,,,,false,24
273,Kurdish C.: Jafi,cent1972,Central Kurdish,ckb,Eurasia,34.8000000000,46.5000000000,Indo-European,99;81;29,,Indo-Iranic;Iranic,FF3E96,Jafi dialect of Javanrud,Iranic,KurdishCJafi,"Set at Javanrud, Kermanshah province, Iran, provenance of the speaker from whom the data was elicited",false,,,,,,,false,57
274,Balochi: Sistani,west2368,Western Balochi,bgn,Eurasia,29.4500000000,60.8800000000,Indo-European,97;70,,Indo-Iranic;Iranic,FF3E96,Sistani Balochi,Iranic,BalochiSistani,"Zahedan, Iran, main urban centre in which this variety is spoken",false,,,,,,,false,64
277,Tati,take1255,Takestani,tks,Eurasia,36.0700000000,49.7000000000,Indo-European,81,,Indo-Iranic;Iranic,FF3E96,,Iranic,Tati,"Set on Takestan, Qazvin, Iran, the main urban centre where this variety is spoken.",false,,,,,,,false,62
278,Bactrian,bact1239,Bactrian,xbc,Eurasia,36.7500000000,66.9000000000,Indo-European,45,,Indo-Iranic;Iranic,FF3E96,,Iranic,Bactrian,"Set on Balkh, ancient capital of Bactria.",true,Normal,,,,1400,25,false,54
279,Lari,lari1253,Larestani,lrl,Eurasia,27.2100000000,53.6600000000,Indo-European,78;30,,Indo-Iranic;Iranic,FF3E96,,Iranic,Lari,"Set on the town of Ahel, where the IE-CoR data were collected.",false,,,,,,,false,70
280,Delvari,sout2645,Fars Dialects,fay,Eurasia,28.7500000000,51.0700000000,Indo-European,86,,Indo-Iranic;Iranic,FF3E96,,Iranic,Delvari,"Set on Delvar township, Bušehr province, Iran, main urban centre where this variety is spoken.",false,,,,,,,false,69
281,Megleno-Romanian,megl1237,Megleno Romanian,ruq,Eurasia,41.1200000000,22.3800000000,Indo-European,71,,Italic;Roman;Romance,76EE00,,Italic,MeglenoRomanian,Set to a geographically central location within the area in which Megleno-Romanian is spoken,false,,,,,,,false,126
282,Hawrami,hawr1243,Hawraman-I Taxt,hac,Eurasia,35.0400000000,46.3600000000,Indo-European,98,,Indo-Iranic;Iranic,FF3E96,,Iranic,Hawrami,"Set at Parveh, Iran, main urban centre in which this variety is spoken",false,,,,,,,false,60
283,Old Occitan,oldp1253,Old Provençal,pro,Eurasia,43.9490000000,4.8060000000,Indo-European,33,"Provençal Occitan, with lexeme determinations based on majority usage in Provençal texts. Phonemic and phonetic transcriptions correspond to standard present-day pronunciations of Occitan in southern France and evidence from medieval Provençal, where known.",Italic;Roman;Romance,76EE00,Provençal Occitan,Italic,OldOccitan,"Set in Avignon, popularly considered a prestige location of the perceived standard variety of Provençal, and where many medieval manuscripts originated.",true,Normal,,,,700,50,false,138
284,Khowar,khow1242,Khowar,khw,Eurasia,36.2800000000,72.5150000000,Indo-European,82;56,"There is in fact only very slight dialect variation considering how widespread the language is, but due to only recent expansion.",Indo-Iranic;Indic,B0171F,Khowar of Mastuj,Indic,Khowar,"Set on Mastuj (Chitral district), one of the oldest centres of the language and home of the main language consultant for these IE-CoR data.",false,,,,,,,false,38
285,Kurdish S.: Elami,sout2640,Southern Kurdish,sdh,Eurasia,33.6400000000,46.4300000000,Indo-European,74;30,,Indo-Iranic;Iranic,FF3E96,Elami,Iranic,KurdishSElami,"These are the coordinates for Ilam, the town where the language data were collected.",false,,,,,,,false,58
286,Albanian: Arbëresh,arbe1236,Arbëreshë Albanian,aae,Eurasia,38.8820000000,16.4880000000,Indo-European,65,,Albanian,999999,,Albanian,AlbanianArberesh,"Set on the village of Caraffa di Catanzaro in Calabira, toe 'toe' of Italy, the variety targeted here.",false,,,,,,,false,20
287,Khwarazmian,khwa1238,Khwarezmian,xco,Eurasia,42.3000000000,59.1500000000,Indo-European,68,,Indo-Iranic;Iranic,FF3E96,,Iranic,Khwarazmian,"Set in the area formerly of the lower reaches of the river Amu Darya (Oxus) south of the Aral Sea, ancient Khwarazmia.",true,Normal,,,,850,75,false,47
288,Gawarbati,gawa1247,Gawar-Bati,gwt,Eurasia,35.3110000000,71.5500000000,Indo-European,56,"This is not a true dialect division, more a recent divergence effect from the international border (Pakistan/Afghanistan) cutting through the region where the language is spoken.",Indo-Iranic;Indic,B0171F,Pakistani Gawarbati,Indic,Gawarbati,"Set on Arandu (Chitral district), the main Gawarbati town on the Pakistani side of the border and home of the main language consultant for these IE-CoR data.",false,,,,,,,false,37
289,Old Catalan,oldc1251,Old Catalan,cat,Eurasia,41.3800000000,1.0800000000,Indo-European,47,,Italic;Roman;Romance,76EE00,,Italic,OldCatalan,"Set on the monastery of Poblet, where the abbot commissioned the Catalan version of the Llibre dels Fets, the primary source material for the IE-CoR entries for Old Catalan.",true,Normal,,,,750,25,false,140
290,Gawri,kala1373,Gawri,gwc,Eurasia,35.4780000000,72.5890000000,Indo-European,89;56,The best described variety and the ’standard for ongoing orthography development.,Indo-Iranic;Indic,B0171F,"Kalam Kohistani, representing one of two main varieties (of Swat and Dir, respectively)",Indic,Gawri,"Set on Kalam (Swat district), the main Gawri town and home of the main language consultant for these IE-CoR data.",false,,,,,,,false,36
291,Raji: Barzoki,cent2264,Central Iran Kermanic,,,33.7900000000,51.2200000000,Indo-European,50;30,,Indo-Iranic;Iranic,FF3E96,,Iranic,RajiBarzoki,"These are the coordinates for the town of Barzok, where the language data were collected.",false,,,,,,,false,61
292,Pashto,yusu1238,Yusufzai,pbu,Eurasia,34.1200000000,72.4600000000,Indo-European,46,,Indo-Iranic;Iranic,FF3E96,Yusufzai,Iranic,Pashto,"Provenance of primary coder near Swabi in Khyber Pakhtunkhwa province, Pakistan.",false,,,,,,,false,50
293,Pashai: North-West,nort2665,Northwest Pashayi,glh,Eurasia,34.9600000000,70.0550000000,Indo-European,56,"Pashai forms a large and messy dialect continuum, and any dialect/language division is prone to oversimplification. The present division of Pashai into north-west, south-west, north-east and south-east  is based on Morgenstierne (1967), but there are numerous sub-divisions that complicate the picture.",Indo-Iranic;Indic,B0171F,North-western Pashai as spoken in Dawlat Shah,Indic,PashaiNorthWest,"Set on Dawlat Shah (Laghman province), the home of the main language consultant for these IE-CoR data.",false,,,,,,,false,39
295,Old High German,oldh1241,Old High German (ca. 750-1050),goh,Eurasia,50.5540000000,9.6720000000,Indo-European,73,,Germanic;North-West;West,6495ED,"East Franconian, the dialect of the Old High German Tatian text.",Germanic,OldHighGerman,"Set on the monastery of Fulda, where the major reference text in Old High German, the translation of Tatian, is widely assumed to have been produced.",true,Normal,,,,1170,5,false,119
296,Sarikoli,sari1246,Sarikoli,srh,Eurasia,37.7700000000,75.2300000000,Indo-European,75;96,,Indo-Iranic;Iranic,FF3E96,,Iranic,Sarikoli,"Location of the county seat of the Tashkorgan Tajik Autonomous County, main urban centre where Sarikoli is spoken.",false,,,,,,,false,52
297,Old Saxon,olds1250,Old Saxon,osx,Eurasia,53.0760000000,8.8100000000,Indo-European,73,,Germanic;North-West;West,6495ED,The text of the epic poem Hêliand.,Germanic,OldSaxon,"Set on Bremen, an important early city central within the region where Old Saxon was spoken.",true,Normal,,,,1175,15,false,118
298,Old English,olde1238,Old English (ca. 450-1100),ang,Eurasia,51.0600000000,-1.3300000000,Indo-European,73,,Germanic;North-West;West,6495ED,West Saxon dialect of Old English,Germanic,OldEnglish,"Set on Winchester, as the reference point for the best documented dialect of Old English, sometimes even referred to as the ""Winchester standard"".",true,Normal,,,,1050,50,false,111
299,Middle High German,midd1343,Middle High German,gmh,Eurasia,48.7830000000,9.1830000000,Indo-European,73,,Germanic;North-West;West,6495ED,‘Dichtersprache’,Germanic,MiddleHighGerman,"Set on Stuttgart, a major city in the Swabian-speaking area, given that the ‘standardised’ written form of Middle High German (the ‘Dichtersprache’) was generalised from the spoken language of Swabian area.",true,Normal,,,,750,25,false,120
300,Middle Dutch,midd1321,Middle Dutch,dum,Eurasia,51.4330000000,5.4830000000,Indo-European,73,,Germanic;North-West;West,6495ED,Brabant dialect.,Germanic,MiddleDutch,"Set on Eindhoven, the capital of modern Noord-Brabant and close to the centre of historical Brabant, a central dialect area and the most influential dialect in the Middle Dutch period.",true,Normal,,,,800,15,false,115
301,Old Frisian,oldf1241,Old Frisian,ofs,Eurasia,53.1300000000,6.0000000000,Indo-European,73,,Germanic;North-West;West,6495ED,,Germanic,OldFrisian,,true,Normal,,,,625,35,false,113
302,Old Icelandic,oldn1244,Old Norse,non,Eurasia,64.2600000000,-21.1200000000,Indo-European,73,,Germanic;North-West;North,4169E1,,Germanic,OldIcelandic,"Set at Þingvellir. the venue of the Alþingi, Iceland's historical parliament.",true,Normal,,,,800,15,false,102
303,Gothic,goth1244,Gothic,got,Eurasia,43.2200000000,25.6100000000,Indo-European,73,,Germanic;East Germanic,27408B,The text of the Gothic Bible as translated by Wulfila.,Germanic,Gothic,"Nicopolis ad Istrum. Although original to northern Europe, by the date at which Gothic language was first written down, in the form of Wulfila's translation of the Bible into Gothic, Wulfila and his Gothic-speaking followers were settled in the Roman province of Moesia, around Nicopolis ad Istrum (near Veliko Tarnovo in north-central Bulgaria)",true,Normal,,,,1630,10,false,101
304,Norwegian: Nynorsk,norw1262,Norwegian Nynorsk,nno,Eurasia,61.1800000000,6.5900000000,Indo-European,106;92,,Germanic;North-West;North,4169E1,"Norwegian Nynorsk, with lexeme determinations based on majority usage. Phonemic and phonetic transcriptions based on normed (non-regional) Nynorsk speech.",Germanic,NorwegianNynorsk,"Set in Western Norway, representing the area with majority Nynorsk usage. Nynorsk is a non-regional written language, constructed to represent fundamental historical commonalities across Norwegian dialects.",false,,,,,,,false,106
305,Portuguese: Brazilian,braz1246,Brazilian Portuguese,por,Eurasia,38.0000000000,-10.5000000000,Indo-European,110,,Italic;Roman;Romance,76EE00,,Italic,PortugueseBrazilian,"Set in Atlantic just off Portugal, to keep the IE-CoR map zoomed in on Eurasia",false,,,,,,,false,145
307,Vâsi-vari: Paṣki,lowe1390,Lower Prasun,prn,Eurasia,35.3300000000,70.8930000000,Indo-European,27,"Vâsi-vari is spoken in the six villages of the Pârûn Valley.  Each village has its own dialect.  Vâsi-vari has been called ""Prasun"" and ""Paruni"" in the literature, but these are not native names.",Indo-Iranic;Nuristani,DC143C,The dialect of Vâsi-vari spoken in Paṣki.,Nuristani,VasiVariPaski,"Set on the lowest community in the Pârûn Valley, Paṣki (Uṣʹüt).",false,,,,,,,false,45
308,Kurdish S.: Qorveh,sout2640,Southern Kurdish,sdh,Eurasia,35.1680000000,47.8010000000,Indo-European,99,"Variety of Qorveh, Kurdistan province, Iran",Indo-Iranic;Iranic,FF3E96,"Qorveh, Kurdistan province, Iran",Iranic,KurdishSQorveh,"Coder was born and grew up in Qorveh, Kurdistan province, Iran, and learnt this variety as his native tongue.",false,,,,,,,false,59
311,Milanese,mila1243,Milanese,lmo,Eurasia,45.5500000000,9.3330000000,Indo-European,110,"Milanese, specifically as spoken in Carugate.",Italic;Roman;Romance,76EE00,Carugate (NE of Milan),Italic,Milanese,"Set on Carugate, in the north-eastern suburbs of Milan, the home town of the native speakers whose variety is targeted here.",false,,,,,,,false,132
