id,alias,notes,justificationDiscussion,root_form,root_language,gloss_in_root_lang,loan_notes,loan_source,loanword,loanEventTimeDepthBP,loanSourceCognateClass_id,sourceFormInLoanLanguage,notProtoIndoEuropean,parallelLoanEvent,dubiousSet,parallelDerivation,revisedBy,revisedYet,ideophonic,proposedAsCognateTo_id,proposedAsCognateToScale,alsoUsedInOtherMeanings,name,lateParallelDerivationWithCognate_id,supersetid
1700,F,,"From PIE *séh₂u̯el-, sh₂(u)u̯en- (?), *sh₂un-, *sh₂ul- 'sun' ({ref NIL} 606-611; for the semantics cf. {ref Vendryes et al. 1959–1996} S:201-202, {ref Matasović 2009}:324).",*seh₂-u̯l̥-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'sun' in /cognate/314/.,,,258
1701,L,,"Generally connected to PIE *(s)teu̯d- 'hit, beat' ({ref Vendryes et al. 1959–1996} T:177-180, {ref Schumacher 2004}:642-646, {ref Matasović 2009}:393; cf. {ref LIV² 601).",*(s)teu̯d-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,22
1702,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1703,H,,"Etymology uncertain. Perhaps an expressive variant of Old Irish eitte 'feather', or a derivative of the verb cel- 'hide, cover' and subsequently contaminated with OIr. eitte ({ref Vendryes et al. 1959–1996} C:116).",cleitte,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,7563,0,,,,
1706,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,cf /cognate/1567/ and /cognate/216/,,,
1707,H,,"Traditionally connected with Goth. hiwi 'appearance', Skt. śyāvá- 'dark brown', OCS sivъ 'grey', Lith. šývas 'dark grey' ({ref Vendryes et al. 1959–1996} C:68-69, {ref IEW} 951), but the etymology is now considered doubtful ({ref Matasović 2009}:205, cf. {ref ALEW} 1039 s.v. OLith. šývas, {ref EWAia} II:661 s.v. Ved. śyāvá- without connected the Celtic forms in this set).",*kiu̯-o-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'dust' /cognate/1698/, 'smoke' in /cognate/6753/.",,,418
1708,J,,"Goidelic lexemes probably continuing a compound containing Proto-Celtic *retu- 'course', and ultimately a derivative of PIE *ret- 'to run' ({ref Vendryes et al. 1959–1996} T:112, cf. {ref Matasović 2009}:310).",*ret-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'round' in /cognate/2443/, 'run' in /cognate/5094/.",,,251
1709,E,,"Iranic (and Celtic) lexemes derived from PIE *bʰer- 'to carry' (cf. {ref Cheung 2007}:6-10, {ref Bailey 1979}:499, {ref MacKenzie 1990}:112, {ref Matasović 2009}:62). Late parallel replacement/shift in Celtic, /cognate/1709/.",*bʰer-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,9784,35
1710,K,,"Of uncertain etymology, cf. {ref Matasović 2009}:408-409 for various proposals.",*u̯egro-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1711,L,,"No certain etymology outside of Goidelic, cf. {ref Lucht 2007}:199 for further discussion.",grúac,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1712,I,,"Celtic lexemes derived from a stem *pl̥h₂-mo/eh₂- to PIE *pleh₂- 'flat, broad' (cf. {ref Matasović 2009}:132, {ref NIL} 562-564).",*pleh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'hunt' in /cognate/4527/, 'mountain' in /cognate/2804/, 'thin' in /cognate/1923/, 'wide' in /cognate/5264/, 'smooth' in /cognate/6801/, 'earth' in /cognate/5892/, 'stand' in /cognate/8055/, 'tree' in /cognate/8103/.",,,245
1713,J,,"Celtic lexemes generally derived from PIE *treu̯d- 'to thrust, push', although the specific stem-formation is disputed ({ref Vendryes et al. 1959–1996} T:149-151, {ref Matasović 2009}:391, cf. {ref LIV²} 651-652).",*treu̯d-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,296
1715,M,,"Etymology outside of Celtic uncertain, cf. {ref Vendryes et al. 1959–1996} B:109 for a summary of older attempts at an etymology in {ref IEW}.",búailid,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1716,K,,"Celtic lexemes, denominal verbal formations based on Proto-Celtic *selgā 'hunt', a derivative of PIE *selg̑- 'to let go, release, send away' ({ref Matasović 2009}:329, {ref Vendryes et al. 1959–1996} S:80-81, {ref Falileyev 2000}:82, {ref Deshayes 2003}:325, cf. {ref LIV²} 528-529).",*selg̑-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'throw' in /cognate/9537/.,,,260
1718,I,,"Celtic lexemes continuing derivatives of PIE *g̑ar- (?*g̑eh₂r-) 'to sound, call' ({ref Schumacher 2004}:331-334, {ref Matasović 2009}:153, {ref LIV²} 161, cf. {ref Macbain & Macfarlane 1911}:186, {ref Broaderick 1984b}:187).",*g̑ar-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,96
1720,I,,No certain etymology outside of Goidelic ({ref Lucht 2007}:241).,fota,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'far' in /cognate/2256/.,,,459
1721,L,,"Celtic lexemes continuing Proto-Celtic *mīlo- 'animal' continuing PIE *meh₁lo- 'small animal' ({ref Vendryes et al. 1959–1996} M:51, {ref Matasović 2009}:271-272).",*meh₁-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'small' in /cognate/1173/.,,,210
1722,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,Cognate with 'big' in /cognate/1686/,,,
1723,J,,No known etymology outside of Goidelic ({ref Lucht 2007}:254).,féoil,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1724,H,,"Etymology uncertain. Traditionally considered to be from PIE *(s)lei̯b- 'drag, glide' ({ref Vendryes et al. 1959–1996} S:131, cf. {ref LIV² 566 s.v. ?*(s)lei̯b-, {ref IEW} 663) via an original meaning '(slippery) slope', but {ref Vendryes et al. 1959–1996} finds this development semantically dubious.",slíab,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1725,K,,"The Goidelic forms in this class from Old Irish bél 'lip; (pl.) mouth' are doubtlessly connected to Middle Welsh gwefl 'lip', but the reconstruction of a Proto-Celtic preform is difficult ({ref Matasović 2009}:419), cf. {ref Vendryes et al. 1959–1996} B:29 for a survey of older, unconvincing suggestions.",?*u̯eu̯lo-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1726,G,,"Perhaps further from PIE *koi̯(H)lo- if connected with Latvian kaîls 'naked, bald', but the comparative semantics are rather remote (cf. {ref Vendryes et al. 1959–1996} C:6, {ref Matasović 2009}:220).",*koi̯lo-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'thin' in /cognate/6737/.,,,
1727,M,From Old Irish gar 'short; near',,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1728,K,,"Indo-Iranic and Celtic lexemes derived from PIE *3. men- 'to rise, stick up' ({ref EWAia} II:313, {ref Turner 1962–1966}:566 no. 9858, {ref Vendryes et al. 1959–1996} M:72, {ref Matasović 2009}:276, cf. {ref IEW} 726, 747-748, {ref LIV²} 437).",*men-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'mountain' in /cognate/910/.,,,219
1729,E,,No certain etymology; cf. {ref Vendryes et al. 1959–1996} A:14 for a survey of various hypotheses.,adaig,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1730,L,,"The Goidelic forms in this class are from a compound imm·beir < Proto-Celtic *ambi- (preverb) 'around' (< PIE *h₂(e)mbʰi- or ámbʰi) + *ber- 'carry' (< PIE *bʰer-), cf. {Schumacher 2004}:218-233, {ref Matasović 2009}:62, {ref LIV²} 76-77, {ref LIPP 2} 36.",*bʰer-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'carry' in /cognate/5036/.,,,35
1731,N,,The Modern Goidelic forms in this class derive from the OId Irish compound do·srenga.,sreng-,Old Irish,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1733,K,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1734,I,,"Generally connected with Germanic words for 'dark' < *dʰerg- ({ref Vendryes et al. 1959–1996} D:57-58, {ref Matasović 2009}:96; cf. {ref Heidermanns 1993}:153, {ref IEW} 251).",*dʰerg-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1735,L,,"Anatolian and Celtic lexemes derived from PIE *h₂ebʰ-. Since {ref Watkins 1973} the Celtic words have been connected to Hittite and Palaic words for 'river' from a PIE n-stem *h₂ebʰ-n-, more recently followed by {ref Willi 2004} and {ref Kloekhorst 2008}:294-295 s.v. Hitt. ḫapa-. A popular alternative analysis reconciles the Celtic words with Indo-Iranic words for 'water' (cf. /cognate/157/) and Baltic and Nuristani lexemes for 'river' (cf. /cognate/7856/) via a derivation using the 'Hoffmann Suffix' *h₂ep-h₃on- (cf. {ref Matasović 2009}:23-24 s.v. Proto-Celtic *abon-; {ref NIL} 311-317 tentatively reconstructs for Celtic ?*h₂ep-h₃on-, cf. {ref NIL} with references to further literature), but this analysis must assume an inner-PIE development *-ph₃- > *-b- (e.g. *pi-ph₃-e-ti > Ved. píbati '(s)he drinks'; cf. Lat. bibō with voicing assimilation to the reduplicated syllable). Since the number of examples of *-ph₃- > *-b- are few in number, this must remain a conjectural proposal.  The cognacy in this class therefore follows the etymology of {ref Watkins 1973} to a root *h₂ebʰ-. Cf. also {ref Vendryes et al. 1959–1996} A:4-5.",*h₂ebʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,7856,1,,,,
1736,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1737,N,,,,,,,,False,,,,False,False,False,False,,False,False,,0,"= Lat. TENDERE 'stretch', prob. cogn. with /cognate/2837/",,,
1738,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1739,K,,Without secure correspondences elsewhere in Celtic or other Indo-European languages; perhaps a non-Indo-European substratum borrowing ({ref Lucht 2007}:331-332).,gainem,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1740,N,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1741,G,,"Etymology uncertain, an old proposal of {ref Thurneysen 1917}:312 connects with Old Irish fairsing 'broad, spacious'.",fairrge,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1742,D,,,úaigid,Old Irish,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1743,L,,,gér,Old Irish,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1745,J,< Lat. SPHERA (Buck 1949: 53),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1746,E,,From PIE *telH- 'become quiet' ({ref Matasović 2009}:382-383; {ref LIV²} 621). NB: {ref Vendryes et al. 1959–1996} T:170 conflated two roots *tel- now reconstructed separately as *telH- ({ref LIV²} 621) and *telh₂- ({ref LIV²} 622); {ref LIV²} 621 s.v. *telH- does not connect the Germanic lexemes connected to OHG stillen as {ref Matasović 2009}.,*telH-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1747,E,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1749,E,,"No known etymology outside of Celtic ({ref Vendryes et al. 1959–1996} R:32, {ref Matasović 2009}:309).",*rendi-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1750,J,,"No certain connections outside of Celtic ({ref Vendryes et al. 1959–1996} C:123-124, {ref Matasović 2009}:210).",*klukā,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1752,N,,No plausible etymology ({ref Vendryes et al. 1959–1996} A:101).,att,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1753,F,outside connections?,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1754,J,,Etymology outside of Goidelic difficult to establish with certainty. Cf. {ref Vendryes et al. 1959–1996} S:143-144 for previous proposals and further discussion.,smúainid,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1755,K,,"Derived from Old Irish cengal 'link, belt, tie', a loanword from Latin cingulum 'belt' ({ref Vendryes et al. 1959–1996} C:65).",cenglaid,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1756,D,,No known etymology; perhaps a substratum loanword (cf. {ref Lucht 2007}:397).,fíacail,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1757,L,,,*kʷres-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1759,L,,"Etymology outside of Celtic is disputed; cf. {ref Vendryes et al. 1959–1996} S:104, {ref Lucht 2007}:410-411 for a survey of various proposals.",siblaid,Old Irish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1762,E,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1763,J,,,*bʰeh₂-,Proto-Indo-European,shine,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,29
1764,F,etym. dub. (Buck 1949: 64),,gáeth,Old Irish,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1765,K,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1766,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1768,I,,"Generally compared with Latin badius 'bay, chestnut brown', but without any further correspondences elsewhere in Indo-European; cf. {ref Lucht 2007} for extensive discussion of alternative proposed etymologies (cf. also {ref Matasović 2009}:70, {ref Vendryes et al. 1959–1996} B:113, {ref de Bernardo Stempel 1999}:358, {ref IEW} 104-105).",*bodi̯o-,Proto-Celtic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1770,H,"< GALLA 'gall-apple, air-bubble, light object' (Buck 1949: 680)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1772,P,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1773,H,,"Romance lexemes based on a stem *pīkk-, probably of onomatopoeic origin (cf. {ref Meyer-Lübke 1935}:536)",*pīkk-,Romance,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1775,L,"< Skrt.  TÁT, TADÁ or TÁTHĀ  (Turner: 270)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1776,J,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1783,J,,"As through from Sanskrit *rukta- 'bright, liked' to Vedic √roc- 'to shine', further to PIE *leu̯k- 'to be bright' ({ref Turner 1962–1966}:621 no. 10755, {ref EWAia} II:463-464, cf. {ref LIV²} 418-419).",*leu̯k-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'day' in /cognate/691/, 'eye' in /cognate/994/, 'moon' in /cognate/2336/, 'salt' in /cognate/3845/, 'star' in /cognate/6295/, 'sun' in /cognate/739/, 'white' in /cognate/2401/.",,,205
1786,O,,"Modern Indo-Iranic lexemes as though from Proto-Indo-Iranic kʰaru̯á- 'mutilated, imperfect' (cf. Ved. kharvá- 'mutilated' {ref Turner 1962–1966}:201 no. 3832), possibly further connected within Indo-Iranic to Avestan kauruua- if the term means 'mutilated', further connections outside of Indo-Iranic unclear ({ref EWAia} I:448-449).",*kʰaru̯á-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1788,J,,"Middle and Modern Indic lexemes from Vedic jána- 'race, person' ({ref Turner 1962–1966}:281, no. 5098), further derived from PIE *g̑ónh₁-o-, derived from PIE *g̑enh₁- 'to produce; beget' ({ref EWAia} I:566, {ref NIL} 139-153, {ref LIV²} 163-165). ",*g̑enh₁-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'do' in /cognate/6440/, 'snake' in /cognate/7444'",,,97
1789,Q,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1790,O,"cf. Turner 1962-66, p. 151, no. 2972, for Kashmiri p. 152, no. 2979","Lexemes continuing Vedic √kaṣ- 'to scratch, scrape' ({ref Turner 1962–1966}:151 no. 2972, for Kashmiri cf. {ref Turner 1962–1966}:152 no. 2979). According to {ref EWAia} I:331-332 possibly a colloquial form of Vedic √karṣ- 'to pull, drag, plough', if so then from PIE *kʷels- 'to draw a furrow' (cf. {ref LIV²} 388-389).",kaṣ-,Vedic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1792,G,,,*thukk-,Indic,,,,False,,,,False,False,False,False,,False,False,,0,"cf. Turner 1962-66, no. 6097 and 6102; see note on Iranian words in /cognate/1970/",,,
1794,J,"Bielmeier (1979: 189 in: Historische Untersuchung zum Erb- und Lehnwortschatzanteil im ossetischen Grundwortschatz, Frankfurt/Bern/Las Vegas: Lang) argues against the assumption that lenk is a loan from Caucasian languages and discusses the possibility of an IE origin by comparing it with Lithuanian leñgvas 'light' and Germanic *lenhw-ta-z (cf. Gothic leihts).",,lenk,Ossetic: Iron,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1796,M,,,sōdanavā / hōdanavā,Sinhalese,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1797,K,,"Modern Indic lexemes continuing Vedic śuddhá- 'clean, bright, white', a derivative of Vedic √śodh- 'to clean, to make clean' and further to Proto-Indo-Iranic *ćau̯dʰ-/*ćudʰ- ({ref Turner 1962–1966}:725-726 no. 12520, {ref EWAia} II:657). Further etymology outside of Indo-Iranic uncertain, {ref LIV²} 330 mechanically reconstructs ?*k̑eu̯dʰ- 'to become clean'.",*ćau̯dʰ-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'straight' in /cognate/832/, 'good' in /cognate/4504/.",,,360
1798,N,,"Etymology outside of Indo-Iranic uncertain, perhaps to be further connected to Serbo-Croatian vlákno, Russian волокно 'fibre' ({ref EWAia} II:525-526, but cf. {ref Derksen 2008}:526). For Modern Indic forms in this class, cf. {ref Turner 1962–1966}:666, no. 11418.",*u̯arká-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'leaf' in /cognate/2001/.,,,
1799,P,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1800,Q,,"From Indic *ṭōkk- ({ref Turner 1962–1966}:304, no. 5476. No further etymology.",*ṭōkk-,Indic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1802,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1803,D,,"From Vedic sthūlá- 'large, thick', a variant of Vedic sthūrá- 'id.' ({ref Turner 1962–1966}:795 no. 13776), ultimately from a PIE derived stem *stuh₂ró- (< *sth₂-ur-ó-), a derivative of PIE *steh₂- 'to position (oneself), stand' ({ref EWAia} II:768-769, {ref NIL} 639). For further etymological discussion, cf. 'big' in /cognate/7106/.",*steh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'stand' in /cognate/309/, 'big' in /cognate/7106/, 'fall' in /cognate/6648/, 'house' in /cognate/7136/, 'leg' in /cognate/3539/, 'old' in /cognate/1158/, 'true' in /cognate/806/, 'tree' in /cognate/2359/, 'left' in /cognate/6568/, 'thick' in /cognate/8343/, 'hand' in /cognate/8753/, 'neck' in /cognate/8692/.",,,451
1805,M,"cf. Turner 1962-66, no 11443 s.v. Vedic vásā- (vasā́- TS, vaśā- AitBr.) f. ʻfat, greaseʼ (VS), ʻbrainʼ Kathās.",,*u̯es-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1806,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,see 'flow' in /cognate/40/,,,
1808,M,,"Indic lexemes from Vedic himá- 'cold, frost' ({ref EWAia} II:815-816). From the ablaut patterns attested among the daughter languages a basic root *g̑ʰei̯- can be abstracted, to which was derived an original m-stem noun *g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-´- ({ref NIL} 162-169).","?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"cf. 'snow' in /cognate/649/, 'cold' in /cognate/2245/.",,,328
1809,M,,"Modern Indic and Nuristani lexemes as though from Sanskrit khúra- without certain etymology, possibly loans from Dravidian (cf. {ref Turner 1962–1966}:207 no. 3906; {ref KEWA} I:310, {ref EWAia} I:454, cf. {ref Burrow 1948}:376). Perhaps further connected with lexemes as though from Sanskrit *khuṭṭa- 'peg, post' in /cognate/9630/, but these could also be parallel loans.",khúra-,Sanskrit,,,Dravidian,True,,,,False,True,False,False,MJCS,True,False,,0,Cf. 'foot' in /cognate/7597/.,,,371
1811,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1813,K,Nep. ARU = Skt. ÁPARAḤ 'other' (Turner 1931: 23),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1814,J,"cf. Turner 1931: 534, 1962-66, no. 10539 s.v. rakta- ʻcoloured, dyedʼ (ŚB), ʻredʼ (ŚāṅkhGr̥.), n. ʻbloodʼ (Mn.), °aka- ʻredʼ (VarBr̥S) (√rañj-), Pali Prakrit ratta-, Rom. rat m.; cf. /cognate/6611/","Indo-Iranic lexemes from *raktá- 'coloured, dyed', the past passive participle to Ved. √raj-¹, Iranic *ra(n)ǰ- ultimately from PIE *(s)re⁽g̑⁾- 'to colour (smth.)' (cf. {ref Turner 1962–1966}:610, no. 10539; {ref EWAia} II:424-425, {ref Cheung 2007}:313-314 {ref Henning 1971}:46, {ref LIV²} 587).",*(s)re⁽g̑⁾-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'blood' in /cognate/6611/, 'black' in /cognate/3752/",,,20
1815,M,"originally name of the river Ganges, cf. Vedic gaṅgā f.","Continuing Vedic gáṅgā- '(river name), Ganges' ({ref Turner 1962–1966}:211 no. 3952), further etymology uncertain. Perhaps a reduplicated nominal formation to Vedic √gam- 'to go' (< PIE *gʷem-) or a pre-IE river name.",gáṅgā-,Vedic,,Loan status uncertain.,,True,,,,False,False,False,False,MJCS,True,False,,0,,,,
1816,P,,"Modern Indic lexemes as though from derivatives of Vedic kaṇḍū- 'itching, scratching' ({ref Turner 1962–1966}:135 no. 2689). Further etymology unclear, possibly a loanword from Austroasiatic ({ref KEWA} I:147, {ref EWAia} I:292).",kaṇḍū-,Vedic,,,?Austroasiatic,True,,,,False,False,False,False,MJCS,True,False,,0,,,,
1817,G,"cf. Turner 1962-66 s.v. khalla m., no. 3848: ""connexion with challi <-> and of both with skhádate ʻcutsʼ Dhātup. [...] doubtful""?",,khalla,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1818,L,"< Vedic nāgá- m. 'snake' (ŚB); perhaps cognate with /cognate/1358/ - but later also used for 'elephant', perhaps rather < PIE *nogʷó- 'naked', cf. Mayrhofer KEWA II, p. 151 for further suggestions","Modern Indic lexemes continuing Vedic nāgá- 'elephant; snake' ({ref Turner 1962–1966}:404 no. 7039). Further etymology not certainly explained, possibly a derivative of PIE 2. *negʷ- 'naked' if the original meaning was 'the hairless, naked animal' (cf. {ref KEWA} II:150-151, {ref EWAia} II:33 {ref NIL} 513-515 for further discussion).",nāgá-,Vedic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1819,K,"cf. Old Vedic káṇa- m. 'grain of corn' (AV), later 'drop of water' via 'particle', Turner 1962-66, no. 2661","Cf. {ref Turner 1962–1966}:133 no. 2661 s.v. Vedic káṇa- 'grain of corn', further etymology unclear ({ref EWAia} I:291.",káṇa-,Vedic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,365
1821,M,"Nep. DULKI 'trotting', DULKI HIRNU 'to trot' (Turner 1931: 316)",,hiṇḍate,Sanskrit,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1822,I,"Turner holds loanword fr. Skt. SUVĀSINĪ 'a woman who resides in her father's house', a term of courtesy for a married woman' (1931: 627)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1826,R,,,*u̯ei̯h₁-,Proto-Indo-European,"set one's sight on, pursue",,,False,,,,False,False,False,False,,False,False,,0,,,,
1827,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1828,K,Not in Turner 1962–1966,,سٮوُر / suur,Kashmiri,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1829,H,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1831,J,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1833,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1834,M,= Skrt. kuṇḍate 'limps' < Turner 1931: 123,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1836,K,"Kathās., cf. Turner 1962-66, no. 4564","Modern Indic lexemes continuing Sanskrit caṅga- 'of good understanding; handsome' ({ref Turner 1962–1966}:247 no. 4564). Further etymology uncertain, perhaps a Dravidian loanword ({ref KEWA} I:267).",caṅga-,Sanskrit,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1838,K,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1840,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1841,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1842,N,"cf. Turner 1962-66, no. 5878, Mayrhofer EWAia I, p. 684f.",,*tu̯er-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1843,H,,Parallel loans from Arabic هواء / hawāʾ 'air'.,[هواء / hawāʾ],[Arabic],,'air',Arabic,True,,,هواء / hawāʾ,False,True,False,False,,False,False,,0,,,,
1845,J,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1846,O,,"No certain etymology outside of East Baltic (cf. {ref ALEW} 714, {ref Smoczyński 2007}:429).",,East Baltic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1847,K,,"Baltic lexemes continuing PIE *keh₂u̯l(o)-, further analysis of the word formation within Indo-European is unclear (cf. {ref ALEW} 467-469, {ref Derksen 2015}:233).",*keh₂u̯l(o)-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1848,G,,"Ossetic lexemes, probably of onomatopoeic origin (cf. {ref Abaev 1959–1995} IV:14).",ulæfyn | wolæfun,Ossetic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
1851,F,,"Baltic lexemes continuing *gʷerh₃- 'to devour' ({ref LIV²} 211-212, cf. {ref ALEW} 315-316, {ref Derksen 2015}:172).",*gʷerh₃-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'mouth' in /cognate/9650/.,,,92
1852,N,"lit. 'not-sharp', ASS(TRUS) maybe ultimately cognate with /lexeme/6922/; = Lat. ACUTUS, OSC OSTRU (Buck 1949: 1069)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
1853,J,"Formerly identical with Lat. tālis 'such', but probably formed independently from the same morphemes.",Baltic lexemes continuing PIE *teh₂li- 'as such' ({ref ALEW} 1115-1116).,*teh₂li-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,283
