id,pages,reliability,comment,cognate_judgement_id,source_id
37139,130,A,,35615,50
37140,130,A,,35616,50
37141,130,A,,35617,50
37142,,B,,35618,236
37143,,A,,35618,240
37147,,A,,35620,240
37149,,A,,35622,240
37173,,L,< English roade,35638,231
37174,,L,,35639,231
37179,,A,,35643,50
37180,,A,,35644,50
37205,,A,,35667,228
37207,,A,,35669,228
37209,,A,,35671,228
37115,,A,,35593,227
37116,,A,,35594,50
37127,,A,,35603,228
37129,,A,"Likely to be a compound of preverb ad- with this root, cf Old Irish ad-gnin 'know, recognise'",35605,228
37155,,A,,35625,228
37247,,A,,35706,28
37248,,A,,35707,28
37256,,A,,35716,28
37257,,A,,35717,28
37357,,L,,35773,236
37253,,A,,35712,231
37273,,A,,35724,28
37292,,A,,35732,28
37294,,A,,35734,228
37322,,A,"inferred from Kloekhurst, Ringe coding of Sanskrit, Avestan, etc.",35751,56
37406,,C,,35821,56
37407,,C,,35822,56
37389,,A,,35806,228
37395,,A,,35812,228
35062,,A,"Not attested in Old Norse proper, only in Old Norwegian (later)",33812,214
37403,,A,,35818,56
37374,,A,,35790,228
37388,,A,,35805,228
38382,,A,,36714,249
38391,,A,,36726,249
38405,,A,,36740,249
38406,,A,,36741,249
38409,,A,,36744,249
38410,,A,,36745,249
38425,,A,,36759,249
38430,,A,,36764,249
38446,,A,,36780,249
38447,,A,,36781,249
38448,,A,,36782,249
38452,,A,,36786,249
38460,,A,,36794,249
38468,,A,,36802,249
38469,,A,,36803,249
38470,,A,,36804,249
38471,,A,,36805,249
38478,,A,,36812,249
38481,,A,,36815,249
38485,,A,,36819,249
38491,,A,,36825,249
38492,,A,,36826,249
38494,,A,,36828,249
38495,,A,,36829,249
38496,,A,,36830,249
38490,,X,,36824,249
38439,,X,,36773,249
38437,,X,,36771,249
38493,,X,,36827,249
38438,,X,,36772,249
38507,,A,,36841,249
38516,,A,,36850,249
38517,,A,,36851,249
38518,,A,,36852,249
38519,,A,,36853,249
38522,,A,,36856,249
38532,,A,,36866,249
38533,,A,,36867,249
38537,,A,,36871,249
38544,,A,,36878,249
38548,,A,,36882,249
38388,,A,,36723,249
38556,,A,,36890,249
38557,,A,,36891,249
38559,,A,,36893,249
38570,,A,,36904,249
38574,,A,,36908,249
38575,,A,,36909,249
38577,,A,,36911,249
38578,,A,,36912,249
38580,,A,,36914,249
38589,,A,,36923,249
38592,,A,,36926,249
38593,,A,,36927,249
38601,,A,,36935,249
38602,,A,,36936,249
38609,,A,,36943,249
38616,,A,,36950,249
38622,,A,,36956,249
38633,,A,,36967,249
38635,,A,,36969,249
38638,,L,It is a half-calque of Old High German ma:lwi:p with the first part just borrowed and the second translated (the phonetic history of this word is irregular).,36972,249
38641,,A,,36975,249
38515,,X,,36849,249
38558,,X,,36892,249
38621,,X,,36955,249
38654,,A,,36988,249
38655,,A,,36989,249
38656,,A,,36990,249
38657,,A,,36991,249
38669,,A,,37003,249
38677,,A,,37011,249
38678,,A,,37012,249
38680,,A,,37014,249
38690,,L,,37024,249
38692,,A,,37026,249
38693,,A,,37027,249
38700,,A,,37030,249
38701,,A,,37031,249
38706,,A,,37035,249
38707,,A,,37036,249
38713,,A,,7016,271
38563,,A,,36897,249
38564,,A,,36898,249
38719,,A,,37043,271
38749,,A,Cognate with /cognate/2534/ (e-grade); the connection or comparison with /cognate/1/ is in my opinion too opaque to be worth mentioning.,29001,276
38726,,A,,37049,276
38727,,A,,37050,276
38736,,A,"""No etymology.""",37057,54
38741,,A,,37081,249
38744,,A,,37083,249
38750,602,A,,29003,180
38752,754,A,,28735,180
38753,,A,The form is most straightforwardly explained as an orig. zero-grade formation: *prH(-) (Cf. Gk. πᾰρά 'id. = /lexeme/18644/).,31754,276
38757,,A,,37090,249
38679,,X,,37013,249
38799,,A,,18737,269
38765,,C,Most likely just a chance resemblance to the Avestan item.,28963,276
38766,,B,"From Old (= Classical) Armenian որովհետեւ orovhetew 'since; whereas' (possibly analyzable as or-o-v+het-e-w 'by/with which step', in which the second element may be transposed onto PIE *ped-e-to-s, an ablatival formation, lit. ""from [which] step on"", cf. Ved. patsutas lit. ""from [a place] at the feet"", Lat. funditus 'completely'; orig. ""from the bottom [up]"").",37095,276
38767,,B,,37096,276
38924,,A,,37186,249
38743,355-358,A,,37082,279
38718,,A,,37042,249
38729,,A,,37054,54
38730,,A,,37054,279
38745,,A,,37084,249
38746,,A,"The word occurs in the texts only in the context of living beings (meaning more like 'fat') so it can not be proven that it is really a Swadesh term. Morover, the adjective iteslf is reconstructed (in the texts there is only a derivative attested).",37086,249
38754,,A,The adjective is reconstructed (there are only traces of the adjective in the OCS texts: a derivative and a contaminated word).,37088,249
38681,,A,,37015,249
38761,,A,Modern Arm. term inherited from Old (= Classical) Arm. (which in turn is an Iran. borrowing).,37093,276
38738,279,A,,21435,54
38784,,A,,37105,249
38958,376-377,L,From French par l'amour. ,37204,288
38863,,A,The oblique stem γυν-αικ- is probably from an adjective *gʷneh₂-iko- (Szemerényi AION 2 (1960) 13-30).,26269,66
38884,,A,,37147,249
38885,,A,,37148,249
38886,,A,,37149,249
38887,,A,,37150,249
38888,,A,,37151,249
38895,,A,,37158,249
38896,,A,,37159,249
38897,,A,,37160,249
38901,,A,,37164,249
38903,,A,,37166,249
38919,,A,,37182,249
38923,,A,,37185,249
38781,,A,,37102,276
38790,,A,,1475,276
38807,,A,,17867,174
38819,,A,,37117,249
38834,,A,,19593,141
38869,,A,,37139,249
38879,,A,,37142,274
38881,,A,,37144,249
38889,,A,,37152,249
38893,,A,,37156,249
38900,,A,,37163,249
38902,,A,,37165,249
38908,,A,,37171,249
38926,,A,,21495,294
38927,321,A,,37188,294
38936,298,A,,37194,50
38928,,A,,37189,271
39038,,A,,17194,271
39050,,A,,7019,271
38981,206-207,A,,37224,302
38983,151ff.,A,,37226,303
38993,131,A,,37234,302
38964,63,A,,37209,303
38965,192,A,,37210,303
38969,222-223,A,,37213,302
38947,246,A,Based on CC *lou̯tu- 'ash'.,37198,50
39074,,A,From Ancient ἐπι-πλέω 'sail upon',7063,271
39110,88,A,From Proto-Celtic *dallo- 'blind'.,37290,50
39088,223,A,,37199,294
39089,11,A,,37195,294
39090,643,A,"The Brittonic words originate from PIE *prō-ko- (no exact cognates; Avestan, Old Church Slavonic and Latin have *pro-ko-).",37206,294
39073,,A,From Ancient Greek ὀλίγος.,7058,271
39113,,L,Pre-Middle Breton borrowing.,37291,275
39136,,A,"From Ancient κρατέω 'be strong, have power; rule; lay hold of'",7085,271
39148,147,A,Consists of the negator nep and meur 'big'.,37302,285
39150,55,A,Cf. Old Breton nepot. From Proto-Celtic *ne-kwāt-.,37303,273
39152,55,A,Cf. Old Breton nepot. From Proto-Celtic *ne-kwāt-.,22290,273
39059,,A,,7034,271
39062,,A,,7037,271
39064,,A,Present stem κόβω backformed to replace Anc.Gk. κόπτω on basis of analogy (έ)τρίψα : τρίβω :: (έ)κοψα >> κόβω.,7039,271
39273,48,A,"Probably from Proto-Celtic *emem, the reduplicated acc. sg. of the PIE pronominal stem *(h₁)e/i-.",22845,273
39270,48,A,"Probably from Proto-Celtic *emem, the reduplicated acc. sg. of the PIE pronominal stem *(h₁)e/i-.",37340,273
39182,,A,,7074,271
39319,134,A,,37351,301
39320,139,A,,37352,157
40379,993,A,,37882,80
39336,A-54-55,A,"Cognate with Old Irish aitheach 'vassal, peasant', both from Proto-Celtic *fotiko- 'head of the household' < PIE *potiko-.",37361,296
39354,223,A,,37366,294
39367,,A,,7121,271
39369,,A,,7131,271
39372,,A,,7133,271
39374,,A,,7135,271
39286,,A,,24285,271
39293,,A,,7127,271
39307,253,A,,37348,50
39376,,A,,7141,271
39445,149,A,"The origin of cals is obscure. It may be the same word as Modern Breton kalz 'heap': ur c'hals teil 'a dunghill'. In fact, Modern Breton ur c'halz is sometimes used instead of kalz itself: eur c'halz ac'hanomp 'many of us'.",37389,285
39505,,A,,37410,271
39506,,A,,37411,271
39393,,A,,7173,271
39396,,A,,7177,271
39424,102,A,"From Proto-Celtic *dol-V-, cf. PIE *dʰelh₁- 'to ooze out, to pullulate' (LIV 132). ",37377,50
39425,207,A,"From Proto-Celtic *kleyo- 'left', cf. PIE *k̑ley- 'bow-shaped, sloping' (IEW 601). ",37379,50
39486,,A,,20013,270
39520,,A,,37420,269
39521,,A,,37421,269
39526,,A,,37424,271
39537,,A,,37436,249
39541,,A,,37440,249
39542,,A,,37441,249
39543,,A,,37442,249
39544,,A,,37443,249
39546,,A,,37445,249
39557,,A,,37454,271
39561,,A,,37457,271
39567,,A,,37464,249
39498,135,A,"From Proto-Celtic *flitano- 'broad'< *pl̥th₂-no- 'broad' (IEW 806,833, *pleth₂- 'to become broad, to spread' LIV² 486).",37408,50
39594,728,L,"Like Welsh twn 'cut, broken' from VLat. *tondere.",37291,309
39636,,A,,37491,249
39637,,A,,37492,249
39642,,A,,37497,249
39643,,A,,37498,249
39645,,A,,37500,249
39649,,A,,37505,249
39650,,A,,37506,249
39627,242,L,"First attested in the Catholicon (1499), cf. the cognate noun flod 'flood, tide; fleet' (beginning of 16th cent.). The latter is borrowed from Old French flot (1175) from Frankish *flôt 'flood' and Skandinavian floti 'raft'.",37482,309
39599,596,A,,37470,309
39604,,A,,37473,249
39606,,A,,37475,249
39613,,A,,37478,249
39632,,A,,37487,249
39633,,A,,37488,249
39693,94,A,"Based on Protoo-Celtic *delg-o- 'hold, contain', cf. MW daly, dala 'hold', 
OBret. delgim, delgu [Is Pres.] (Banassac) and perhaps Olr. coindelg 'contract, comparison' < *kom-delgo- (cf. also W cynnal 'maintain'); a deverbal nominal stem (*delgo-) is probably preserved in OBret. dalg (MoBret. dalc'h) 'maintenance, tenure'. PIE connection not clear, check IEW 197.",37350,50
39708,492,A,,37365,309
39674,210,A,,17993,274
39759,288,A,From Proto-Celtic *u̯udok-.,37546,309
39784,,A,,28595,279
39785,,A,,17175,54
39786,,A,"""Uncertain etymology""",17296,54
39787,,A,,21563,54
39792,"28-29, 31",A,"Middle Breton all from Proto-Celtic *alyo- 'other' < PIE *h₂eli̯o- 'other' (IEW 25f.). Middle Breton arall from Proto-Celtic *alal(i)i̯o- 'another, other' (reduplicated, intensive). *arali̯o- is a dissimilated form. 
 ",37557,50
40359,,A,,37864,321
40376,488,A,,37880,320
39808,,A,,21465,175
39809,,A,,21465,54
39810,,A,,17175,175
39812,,A,,21563,175
39836,,A,,28582,66
39782,316,A,From Proto-Celtic *u̯rako-.,37396,309
39862,330,A,"From Proto-Celtic *sentu- 'path', cf. PIE *sent- 'head for, go' (IEW 908); PIE *sent- 'to go' >> 'to perceive' (LIV 533).
",37580,50
40925,,A,,38187,54
40926,,A,,38189,320
40939,435-6,A,,38199,141
39868,430,A,"There are no arguments to sustain Deshayes' hypothesis. A common Brittonic borrowing from Latin would be equally possible.
Borrowing probably pre-Middle Breton.",37583,275
39884,227,A,"Verb based on Proto-Celtic *tara-u̯o- 'hit, strike', PIE *terh₁- 'to drill, to rub' (IEW 1072, LIV 632) . Cognate with MW taraw, taro, (GPC trawaf[Pres 1 s]), OBret. toreusit gl. atriuit, MBret. tarauat 'rub, use', MoBret.
tarawad.
",37588,50
39885,258,L,"First attested in the Catholicon (1499), cf. the noun Modern Breton frot m. 'rub, friction'. Borrowed from French frotter and the corresponding deverbal noun. ",37589,309
39861,23-24,A,From Proto-Celtic *abon- 'river' < *h₂ep-h₃on- 'river' (IEW 1: in IEW only the evidence. Lit. concerning the reconstruction see NIL 311 and fn. 15). ,22478,50
39864,430,A,"From Proto-Celtic *u̯ridā 'root', PIE *u̯re(h₂)d- 'root' (IEW 1167).
""The Brittonic words presuppose *wridā (Breton), or *wradi- (Welsh). The form *wradi- presumably has the secondary full grade of the root instead of the expected *wredi-.""
 ",37581,50
39991,,A,,37614,249
39903,,A,,21457,66
39904,,A,,21459,66
39905,,A,,17197,66
39906,,A,,37593,249
39909,,A,,21497,66
39973,,A,,37610,249
40047,,A,Decided for perfectives.,37666,249
39917,,A,,37598,66
39997,,A,,37616,249
40001,,A,,37620,249
40002,,A,,37621,249
40008,,A,,37627,249
40009,,A,,37628,249
40010,,A,,37629,249
40011,,A,,37630,249
40018,,A,,37637,249
40023,,A,,37642,249
40025,,A,,37644,249
40029,,A,,37648,249
40070,,A,,37686,249
40072,,A,,37688,249
40073,,A,,37689,249
40074,,A,It can be related to 'ako' but it is not obvious.,37690,249
40088,,X,,37704,249
40100,,A,,37716,249
40101,,A,,37717,249
40102,,A,,37718,249
40103,,A,,37719,249
40104,,A,,37720,249
40105,,A,,37721,249
40106,,A,,37722,249
40107,,A,,37723,249
40108,,A,,37724,249
40112,,A,,18747,66
40113,,A,,18747,270
40116,,A,,18746,270
40117,,A,,18746,66
40127,,A,,30478,66
40128,,A,,30478,270
40129,,A,,18879,66
40130,,A,,18879,270
40000,,A,,37619,249
40013,,A,,37632,249
40015,,A,,37634,249
40141,,C,"Uncertain (e.g., the vocalism is phonetically problematic).",29045,276
40218,35,A,,37776,320
40219,35,A,,37777,320
40221,520-521,A,,37779,172
40222,212,A,,37780,172
40224,151,A,,37782,320
40142,,A,Obviously.,1604,276
40242,,B,Possibly not Swadesh term (restriction to domestic)?,37798,172
40243,,A,,27640,172
40280,,A,,37826,320
40281,,A,,37827,172
40244,,A,,27726,172
40246,,A,Inherited from PIE *dʰg̑̑̑̑ ʰi̯és (or *g̑ ʰdi̯és?),37801,172
40249,,A,,37804,172
40332,101,A,Compound of the interrogative pe 'what' and MBr. particle (?) nac. CHECK DGVB 283,37854,309
40347,,A,,37860,320
40362,289,A,,37867,320
40384,417,A,,37886,320
40395,,A,Suppletive comparative speaks for original cognacy with class A.,28772,172
40396,275,A,,37893,320
40410,362,A,,16377,321
40418,,A,,37907,320
40481,299,A,From Proto-Celtic *u̯ak-s-o- (??? CHECK),37937,309
40483,689,L,"Borrowed from Middle French esterquer 'to starch' (?), < Middle Dutch sterken 'to make stiff'. ",37938,309
40494,351,A,"From Proto-Celtic *sou̯k-n-o- 'to suck', cf. PIE *seu̯k̑- 'to suck' (IEW 1012, LIV² 539). ",37942,50
40497,351,A,"From Proto-Celtic *sou̯k-n-o- 'to suck', cf. PIE *seu̯k̑- 'to suck' (IEW 1012, LIV² 539). ",25384,50
40610,359,A,,37983,320
40615,88,A,,37988,320
40648,164,A,,38018,320
40649,156-7,A,,38019,320
40653,,A,,38020,322
40651,,A,,38019,322
40657,,A,,38023,322
40660,,A,,38025,322
40665,,A,,38028,322
40669,,A,,38032,322
40670,,A,,38033,322
40672,,A,,38023,83
40592,40,A,From old divine name *ahura- mazdāh-; similarly in Khwarezmian and Sanglichi-Ishkashmi.,37973,320
40705,,A,,38056,66
40706,,A,,38056,270
40723,,A,,38066,66
40724,,A,,38066,270
40743,,A,,38078,66
40744,,A,,38078,270
40753,,A,,38083,270
40754,,A,,38083,66
40773,,A,,38095,66
40774,,A,,38095,270
40812,,A,,38117,66
40813,,A,,38117,270
40816,172,A,,38115,320
40821,2,A,,38121,320
40684,,A,,38040,270
40689,,A,,38043,270
40690,,A,,38043,66
40693,,A,,38045,270
40905,38,A,,38170,320
40947,,A,,38204,66
40948,,A,,38204,270
40949,,A,,38205,270
40950,,A,,38205,66
40859,,A,"The cognacy judgement refers only to the first part of this discontinous marker, i.e. the definite article an < *sindos m., sindā- f. < *sin-de < *sim-de (cf. Schrijver 1997, 45, LIPP II 742).",38138,275
40923,,A,,38185,322
40945,,A,,38203,270
41109,,A,,38271,66
41110,,A,,38272,66
41022,88,A,First attested in Le grand mystère de Jésus (1530). From Old French baler 'to dance'.,38227,309
41144,316,A,From Proto-Celtic *u̯rako-.,37407,309
41145,316,A,From Proto-Celtic *u̯rako-.,26325,309
41155,730,L,"First attested in the Catholicon (1499). Verb related to the noun torch m. 'cork, stopper, torch', first attested in the Catholicon (1499) and borrowed from Old French torche 'torch' (1170), from Vulgar Latin *torca from Classical Latin torqua. Verb derived productively from this borrowed noun or rather from the French Verb torcher 'to wipe'? (CHECK attestations) ",37400,309
41166,602,L,"First attested in the Catholicon (1499). Brittonic borrowing from Latin privatus 'private, belonging to'.",37406,309
41168,602,L,"First attested in the Catholicon (1499). Brittonic borrowing from Latin privatus 'private, belonging to'.",37355,309
39457,69,A,"From Proto-Celtic *blēdanī- 'year'. The forms point to three different stems: an ī-stem in OW bloidin, MW blwyddyn and a thematic stem *blēda, or *blēdom in W blwydd, OBret. blid, MoBret. bloaz m. and Co. bloth 'year'. W blynedd and OBret. blened originate from zero grade *blid-nii̯o- (originally an adjective?). ",26616,50
41134,69,A,"From Proto-Celtic *blēdanī- 'year'. 
",26571,50
41189,453,A,,38287,321
41367,,A,,22600,270
41170,135,A,"From Proto-Celtic *flitano- 'broad'< *pl̥th₂-no- 'broad' (IEW 806,833, *pleth₂- 'to become broad, to spread' LIV² 486).",26242,50
41173,135,A,"From Proto-Celtic *flitano- 'broad'< *pl̥th₂-no- 'broad' (IEW 806,833, *pleth₂- 'to become broad, to spread' LIV² 486).",26234,50
41368,,A,,38369,321
41360,,L,,16342,334
41236,,A,,38303,270
41237,,A,,38303,66
41241,,A,,38306,271
41406,428,L,,16364,334
41407,146,L,,16364,321
41431,,B,Waxi šap- = Shughni sipāf- points to Proto-Iranian *cwaf- < *cwaph-,38390,322
41538,,A,,38428,321
41571,,A,,38448,66
41572,,A,,38448,270
41772,,A,,38526,172
41525,,A,,16417,321
41585,213,A,,32495,301
41586,298,A,"From Proto-Celtic *oli̯ο- 'all, whole, every' < PIE *h₃oli̯o- 'all'.",32495,50
41587,298,A,"From Proto-Celtic *oli̯ο- 'all, whole, every' < PIE *h₃oli̯o- 'all'.",18378,50
41588,298,A,"From Proto-Celtic *oli̯ο- 'all, whole, every' < PIE *h₃oli̯o- 'all'.",32636,50
41667,,A,,27678,172
41601,30,A,,35830,336
41709,,A,,38495,172
41711,,A,,38496,172
41712,,A,With ph- < *f- after old superlative *frāyah-.,38497,320
41745,,A,,28792,172
41770,,A,,30349,172
41771,,A,,27697,172
41693,81,A,"From Proto-Celtic *bruson- 'abdomen, womb', cf. PIE *bʰreu̯s- 'belly' (?)(IEW 170f.).",32502,50
41706,,A,,27684,172
41717,570,A,Possibly loanword,38499,79
41777,,A,,38527,172
41913,,A,,38612,66
41914,,A,,38612,270
41933,,B,,38626,144
41942,,B,,38633,322
41990,,A,,11216,322
42012,,A,,38659,322
41917,811-812,A,,23645,172
41929,,A,,38623,80
42015,,A,,38661,322
42042,,A,,38673,322
42094,,A,,11274,322
42026,,A,,11252,322
42035,,A,,19721,322
42117,,A,,11285,322
42198,,A,,11342,322
42120,,A,,20559,172
42121,,A,,38724,172
42130,,A,,11293,322
42136,,A,,11298,322
42141,,A,,11305,322
42277,,A,,38789,345
42278,,A,,38790,345
42279,,A,,38791,66
42280,,A,,38792,66
42281,,A,"From Ancient Greek ὅλος 'whole, entire'.",38792,271
42229,361,A,From Proto-Celtic *kalonā-. ,32520,309
42237,347,A,,37744,349
42244,321,A,,38770,349
42259,690-701,A,,32524,304
42451,,A,,38922,249
42313,,A,,7018,271
42315,687-88,A,"Proto-Italic *gʷela-i̯e/o-, PIE *gʷelh₁-ie/o- 'to raise the arm, to throw' (LIV² 208). De Vaan suggests to come back to this etymology proposed by Müller (1926, 213), rejected by Walde-Hofmann. If the original meaning was 'to raise the arm', a shift to 'fly' is quite conceivable in the connection with birds.


",18931,54
42324,922-924,A,,26744,341
42452,,A,,38923,249
42453,,A,,38924,249
42369,,A,,38840,249
42370,,A,,38841,249
42371,,A,,38842,249
42430,,A,,38901,249
42459,,A,,38930,249
42465,,L,,38936,249
42467,,A,,38938,249
42362,442-43,A,,28617,279
42483,,A,,38954,249
42502,,A,,38973,249
42513,,A,,38984,249
42515,,A,,38986,249
42518,,A,,38989,249
42519,,L,,38990,249
42551,,X,Attested in the meaning 'to split woods'.,39021,249
42552,,A,*ubosti,39022,249
42561,,A,,39031,249
42601,,A,,39071,249
42489,,A,,38960,249
42491,,A,,38962,249
42621,,A,,39091,249
42638,,A,,39103,249
42639,,A,,39104,249
42640,,A,,39105,249
42644,,A,,39109,249
42678,,A,,39143,249
42697,,A,,39160,249
42703,,A,,39166,249
42704,,A,,39167,249
42628,,A,Loanword from Latin hospitium.,39096,269
42631,,A,,39099,269
42636,,A,,6087,165
42637,,A,,39102,249
42645,,A,,39110,249
42652,,A,,39117,249
42653,,A,,39118,249
42657,,A,,39122,249
42664,,A,,39129,249
42741,,A,,39192,249
42749,,A,,39200,249
42755,,A,,39206,249
42757,,A,,39208,249
42772,,A,,39224,249
42790,,A,,39242,249
42791,,X,,39243,249
42801,,A,,39253,249
42803,,L,,39255,249
42804,,A,,39256,249
42829,,A,,39281,249
42831,,A,,39283,249
42832,,A,,39284,249
42878,,A,,39331,249
42875,,A,Derived from the adjective for 'white'.,39328,249
42731,,A,,39182,249
42890,,A,,21494,356
42891,,A,,21547,356
42895,,A,From Middle English bi cause of 'by cause of'.,4756,357
42898,,A,,39343,249
42899,,A,,39344,249
42903,,A,,39348,249
42904,,A,,39349,249
42910,,A,,4764,356
42915,,A,,39357,249
42919,,A,,39361,249
42921,,A,,39363,249
42932,,A,,39375,249
42934,,A,,39377,249
43051,,A,,39479,249
43057,,A,,21038,356
43068,,A,,39493,249
43071,,A,,39494,249
43117,,A,,39541,249
43121,,A,,39545,249
43195,,A,,29184,172
43200,,A,,29205,172
43205,,A,,39607,322
43209,,A,,9515,353
43499,,A,,30351,363
43343,,A,,39745,322
43474,,B,,39828,322
43480,,B,"From *pɜrna- 'full', belonging to the same root as *paru. 'much', i.e. *pleh₁-",39833,363
43414,,A,,29191,363
43415,,A,,21158,363
43796,,A,,39995,322
43807,,A,,40006,322
43677,461,A,,13733,81
43680,461,A,,3891,81
43681,461,A,,9920,81
43857,,A,,40057,322
43858,,A,,40058,322
43860,,B,,40060,322
43900,,A,,40097,80
43905,,A,,40102,322
43906,,A,,40103,322
43907,,A,,40104,322
43908,,A,,40105,322
43910,,A,,40107,322
43911,,A,,40108,322
43912,,A,,40109,322
43913,,A,,40110,322
43914,,A,,40111,249
43915,,A,,40112,322
43917,,A,,40113,249
43918,,A,,40114,322
43919,,A,,40115,322
43920,,A,,40116,322
43921,,A,,40117,322
43922,,A,,40118,322
43938,,A,,40137,322
43943,,A,,40142,322
43945,,A,,40144,322
43946,,A,,40145,322
43947,,A,,40146,322
43948,,A,,40147,322
43949,,A,,40148,322
43952,,A,,40150,322
43953,,A,,40151,322
43955,,A,,40153,322
43957,,A,,40155,322
43960,,A,,40158,322
43829,,A,,40027,322
43840,,A,,40038,322
43844,,A,,40042,322
43845,,A,,40045,322
43848,,A,,40048,322
43899,209,A,"IE *(h)ers-ti-, (h)rs-enti-; = Sanskr. ARṢ- 'to stream, flow'",40096,80
44008,,L,,27006,322
44011,,L,,26276,322
44012,,L,,26279,322
43979,,A,"From *u̯reh₁g̑ - 'to break, to cut'.",18510,141
43996,,A,,40192,69
44003,,A,"From *dm-āna- / dmā-na-, Old Avestan dəmāna-.",40199,322
44159,490-491,A,,23135,66
44212,1046-1047,A,,30486,66
44216,1508-1509,A,,24560,66
44122,1342-1343,A,,18565,66
44123,1198,A,,33168,270
44238,547-548,A,,25180,141
44311,1079,A,,40311,66
44227,318-319,A,"S.v. δέρω 'to skin, flay'.",33170,66
44231,1121,A,,24861,66
44322,,A,,33097,271
44433,309-310,A,,22741,54
44434,363-374,A,,22741,294
44446,612-613,A,,23152,54
44447,626-627,A,,23152,141
44455,365,A,,23278,54
44335,642-643,A,,21800,316
44522,673-674,A,,20283,54
44523,731,A,,20283,316
44470,858-859,A,,40322,279
44474,352,A,,19858,54
44479,388,A,,23901,54
44482,436,A,,19880,54
44483,387-390,A,,19880,274
44668,648-649,A,,40349,54
44581,585,A,,19270,54
44694,316-317,A,,40355,105
44697,1331,A,,18817,352
44700,714,A,,9424,352
44709,66-67,A,,17487,54
44718,225,A,,40368,54
44720,283,A,,37866,54
44724,,A,based on the note on the lexeme.,40370,385
44726,,A,,40371,271
44863,860-861,A,,31147,279
44813,,A,,29216,271
44818,327,A,,40421,382
44831,767,A,,40427,382
44840,445,A,,28608,279
44991,445-446,L,,816,105
44995,870,L,,29081,180
45000,870,L,,29080,180
45003,251,L,< Persian,20343,137
45005,,L,< Persian,20341,137
45006,,L,< Persian,20356,137
45007,,L,< Persian,20340,137
45017,,L,"Romance words of the type (e.g. French) flotter are not from Latin, but are borrowed from Germanic.",22419,137
45018,,L,"Romance words of the type (e.g. French) flotter are not from Latin, but are borrowed from Germanic.",22420,137
45022,,L,"Romance words of the type (e.g. French) flotter are not from Latin, but are borrowed from Germanic.",22422,137
45023,,L,"Romance words of the type (e.g. French) flotter are not from Latin, but are borrowed from Germanic.",27323,137
45964,,A,,40931,269
45966,,A,,40933,271
45025,39,L,"From French par l'amour 'for the love (of)'. In Middle Breton, palamour is found in this meaning e.g. in palamour deomp ni ez voue crucifiet 'for the love of us he was crucified' Nl.n.70 (1650). But there is also the more grammticalized meaning 'because of' cals a gouzafas palamour de caret map den 'He suffered a lot because of the loe for men' J. p. 75b (1530).",37204,280
44928,45,A,,40491,50
45081,430,B,,40527,105
45088,104,A,,40531,141
37266,422,A,"""Rusmussen (1984: 144-5, taken over by Adams 1999:513) connects TochB yolo 'bad, evil' with the Anatolian forms""",35723,80
43997,664-665,A,,40193,141
45114,689,A,,40544,141
45126,69-81,A,,21896,274
45129,654-655,A,,21945,80
45131,505-506,A,,17910,80
45134,236-237,A,,28641,80
45136,236-237,A,,29493,80
45142,411-413,A,,28647,80
45146,230-231,A,,17828,141
45149,261-263,A,,29495,80
45150,230-231,A,,29495,141
45153,704-706,A,,28656,80
45156,I:739,A,,27661,172
45158,I:739,A,,18630,172
45090,,A,,40533,385
45188,273,A,,40558,141
45223,572-573,A,,19828,80
45162,225-226,A,,29791,80
45305,69-76,A,,40580,412
45306,621-622,A,,40580,80
45342,,A,,40596,385
45396,"35, 63",A,,21237,345
45597,758,A,,22744,345
45634,479-480,A,,19830,345
45635,479-480,A,,19829,345
45604,,A,,40675,212
45726,430,L,"First attested in the manuscript version of the Catholicon (1464). Deshayes claims that Middle Breton is borrowed from Old French corde (1175) < latin chorda of Greek origin, while Cornish corden and Welsh cordyn originate from English cord.",37583,309
30025,87,A,,29822,151
45738,228,B,"Verb related to the noun faout m. 'slit, crack' (1499), adj. 'split' and cognate with Cornish fals 'slit, crack'. These words go back to *falt, which can be compared to Old French falder 'to fold, to crease', borrowed from Old High German faldan 'to fold'.",40728,309
45737,343-44,A,"Verb based on the noun Proto-Celtic *skoltā 'fissure, cleft', PIE *skelH- 'divide, to spilt' (IEW 924, LIV² 553). Although the Breton and Cornish initial f- is difficult to account for, the words are unlikely to be borrowed from Old French for semantic reasons. In favour of an inherited word also LEIA S-48-49.",40728,50
45778,,A,,40748,269
45781,,A,,40751,269
45813,,A,,40783,269
45817,,A,,40787,269
45773,747,A,,18296,345
45837,,A,,40807,269
45841,,A,,40811,269
45844,,A,,40814,269
45855,,A,,40825,269
45872,,A,,40842,269
45879,,A,,40849,269
45901,,A,,40871,269
45902,,A,,40872,269
45906,,A,,40876,269
45779,,A,,40749,269
45931,,A,,40901,269
45933,,A,,40903,269
45942,,A,,40912,269
45944,,A,,40914,269
45945,,A,,40915,269
45952,,A,,40922,269
45953,,A,,40923,269
45967,,A,,40934,269
45976,,A,,40943,269
45977,,A,,40944,269
45978,,A,,40945,269
45984,,A,,40951,269
45988,,A,,40955,269
45989,,A,,40956,269
46001,,A,,40968,269
46010,,A,,40977,269
46021,,A,,40988,269
46022,,A,,40989,269
46025,,A,,40992,269
46056,,A,,41021,269
46062,,A,,41027,269
46086,,A,,41051,269
46090,,A,,41055,269
46093,,A,,41058,269
